plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
19;0;1;1;15485;1;-0.09642776846885681;-0.09274188429117203;-0.2415178418159485
19;1;1;2;9571;1;-0.029877789318561554;-0.009473453275859356;-0.3060993552207947
19;2;1;3;26414;1;-0.12183208018541336;0.013663209974765778;-0.2119278460741043
