plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
1;0;1;1;21305;1;-0.10393279045820236;-0.09065520763397217;-0.24240289628505707
1;1;1;2;10972;1;-0.03720923513174057;-0.003936557099223137;-0.3057206869125366
1;2;1;3;15108;1;-0.12405581772327423;0.02068057656288147;-0.2220560610294342
