plant_id;view_id;frame;file
17;0;cam;cloud_0_cam.ply
17;0;trf;cloud_0_trf.ply
17;0;world;cloud_0_world.ply
17;1;cam;cloud_1_cam.ply
17;1;trf;cloud_1_trf.ply
17;1;world;cloud_1_world.ply
