plant_id;view_id;frame;file
9;0;cam;cloud_0_cam.ply
9;0;trf;cloud_0_trf.ply
9;0;world;cloud_0_world.ply
9;1;cam;cloud_1_cam.ply
9;1;trf;cloud_1_trf.ply
9;1;world;cloud_1_world.ply
9;2;cam;cloud_2_cam.ply
9;2;trf;cloud_2_trf.ply
9;2;world;cloud_2_world.ply
