cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09881354868412018;-0.09587027132511139;-0.2540673613548279;23749;0;cluster_001.ply
2;-0.035271063446998596;-0.01583726517856121;-0.3147348165512085;15981;1;cluster_002.ply
