plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
9;0;1;1;28981;1;-0.10903143882751465;-0.09737391769886017;-0.2520011067390442
9;1;1;2;19710;1;-0.045924775302410126;-0.01458384282886982;-0.3098772168159485
9;2;1;3;28774;1;-0.1359580010175705;0.016060613095760345;-0.22455862164497375
