cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.10903143882751465;-0.09737391769886017;-0.2520011067390442;28981;0;cluster_001.ply
2;-0.045924775302410126;-0.01458384282886982;-0.3098772168159485;19710;1;cluster_002.ply
3;-0.1359580010175705;0.016060613095760345;-0.22455862164497375;28774;2;cluster_003.ply
