plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
7;0;1;1;45111;1;-0.11982293426990509;-0.09888704121112823;-0.2358279526233673
7;1;1;2;28821;1;-0.056075625121593475;-0.008569045923650265;-0.29278895258903503
7;2;1;3;25540;1;-0.13872098922729492;0.03755161166191101;-0.21571265161037445
