cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.11982293426990509;-0.09888704121112823;-0.2358279526233673;45111;0;cluster_001.ply
2;-0.056075625121593475;-0.008569045923650265;-0.29278895258903503;28821;1;cluster_002.ply
3;-0.13872098922729492;0.03755161166191101;-0.21571265161037445;25540;2;cluster_003.ply
