cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.08984295278787613;-0.10191025584936142;-0.25593310594558716;21537;0;cluster_001.ply
2;-0.028998494148254395;-0.023386385291814804;-0.3155747354030609;16225;1;cluster_002.ply
