cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09481049329042435;-0.08566085994243622;-0.2437337189912796;25546;0;cluster_001.ply
2;-0.027433574199676514;-0.005802534986287355;-0.30671635270118713;14752;1;cluster_002.ply
3;-0.1190219596028328;0.01355121098458767;-0.21364159882068634;32624;2;cluster_003.ply
