cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.0969047099351883;-0.09518995881080627;-0.2390994131565094;20702;0;cluster_001.ply
2;-0.031481049954891205;-0.006828406825661659;-0.30095410346984863;9883;1;cluster_002.ply
3;-0.12059737741947174;0.01571938395500183;-0.21826955676078796;7827;2;cluster_003.ply
