plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
0;0;1;1;29045;1;-0.10289346426725388;-0.08349575102329254;-0.24214068055152893
0;1;1;2;17007;1;-0.03299775719642639;-0.0007976447814144194;-0.3049235939979553
0;2;1;3;33840;1;-0.11981765925884247;0.017576511949300766;-0.2179049253463745
