cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;0.17353923618793488;0.07639841735363007;0.3261491656303406;26440;0;cluster_001.ply
2;0.140981063246727;0.007784218993037939;0.3727482259273529;24802;1;cluster_002.ply
3;0.1631195992231369;-0.05824924632906914;0.35418933629989624;16627;2;cluster_003.ply
