plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
1;0;1;1;22340;1;-0.09764137864112854;-0.10651418566703796;-0.24489572644233704
1;1;1;2;15845;1;-0.036834582686424255;-0.021073466166853905;-0.30394574999809265
1;2;1;3;23211;1;-0.13824117183685303;0.013701792806386948;-0.21234868466854095
