cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.10735159367322922;-0.09199036657810211;-0.24096693098545074;18123;0;cluster_001.ply
2;-0.039102524518966675;-0.004711666610091925;-0.30356916785240173;11727;1;cluster_002.ply
3;-0.12669116258621216;0.02255084551870823;-0.21663129329681396;22920;2;cluster_003.ply
