cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09775583446025848;-0.09268435835838318;-0.25383663177490234;17969;0;cluster_001.ply
2;-0.033155664801597595;-0.0106515446677804;-0.3174198865890503;10152;1;cluster_002.ply
3;-0.126864492893219;0.009524527937173843;-0.2233331948518753;22557;2;cluster_003.ply
