cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09826038777828217;-0.07803763449192047;-0.23224788904190063;15048;0;cluster_001.ply
2;-0.024194270372390747;0.01064258348196745;-0.2996232211589813;6979;1;cluster_002.ply
3;-0.10162122547626495;0.02311895042657852;-0.2206195443868637;5186;2;cluster_003.ply
