cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;0.18023964762687683;0.0847473293542862;0.18165083229541779;23730;0;cluster_001.ply
2;0.15557707846164703;0.025903617963194847;0.1922164261341095;19244;1;cluster_002.ply
3;0.1510334014892578;-0.10233421623706818;0.1677979826927185;12718;2;cluster_003.ply
