cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.11415047943592072;-0.09295111894607544;-0.23657721281051636;20103;0;cluster_001.ply
2;-0.04532281309366226;-0.0008343676454387605;-0.29908645153045654;12097;1;cluster_002.ply
3;-0.12621179223060608;0.0290240366011858;-0.21666787564754486;24966;2;cluster_003.ply
