plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
14;0;1;1;12601;1;-0.09607118368148804;-0.07638300955295563;-0.24666942656040192
14;1;1;2;4211;1;-0.02573484182357788;-0.0007745566545054317;-0.3178708255290985
14;2;1;3;14405;1;-0.11301324516534805;0.010428370907902718;-0.21985983848571777
