cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09236294031143188;-0.07496345043182373;-0.23281370103359222;15519;0;cluster_001.ply
2;-0.01887303590774536;0.009177793748676777;-0.3017341196537018;7525;1;cluster_002.ply
3;-0.09787272661924362;0.01998700015246868;-0.2173709124326706;8084;2;cluster_003.ply
