plant_id;view_id;instance_id;num_points;cx;cy;cz;ex;ey;ez;box_vol_m3
17;0;1;9027;0.015553178265690804;0.02886080928146839;0.08409208059310913;0.032970644533634186;0.03077073022723198;0.01979999989271164;2.008770934480708e-05
17;1;1;7282;0.008117514662444592;0.03378476947546005;0.11518809199333191;0.03639824315905571;0.04206304997205734;0.019699998199939728;3.0161112590576522e-05
