cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.08337658643722534;-0.09746839851140976;-0.24911952018737793;15930;0;cluster_001.ply
2;-0.023428432643413544;-0.016821809113025665;-0.308854877948761;7865;1;cluster_002.ply
3;-0.12139855325222015;0.006667396053671837;-0.213908389210701;10025;2;cluster_003.ply
