idx;pose_key;x_mm;y_mm;z_mm;rx_deg;ry_deg;rz_deg;u_px;v_px;depth_m;axis_a_px;axis_b_px;angle_deg;n_depth_px;timestamp;fx;fy;cx;cy;width;height;depth_scale_m_per_unit
0;p01;110.12;-38.771;282.179;-172.547;33.346;-78.633;132.2649688720703;296.6029357910156;0.2763999930175487;81.82057189941406;45.41342544555664;90.50878143310547;4268;2026-01-23 10:06:48;392.2776184082031;391.3633728027344;323.5524597167969;242.03379821777344;640;480;9.999999747378752e-05
