cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09038718789815903;-0.09386205673217773;-0.2595823109149933;30097;0;cluster_001.ply
2;-0.02949386090040207;-0.016330374404788017;-0.32225432991981506;16023;1;cluster_002.ply
3;-0.13107550144195557;-0.00043401122093200684;-0.22371350228786469;38347;2;cluster_003.ply
