cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.08679203689098358;-0.11527521908283234;-0.2382170557975769;13148;0;cluster_001.ply
2;-0.026028573513031006;-0.025558840483427048;-0.29941919445991516;5287;1;cluster_002.ply
3;-0.1334156095981598;0.0022297315299510956;-0.2040031999349594;11707;2;cluster_003.ply
