cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.08399924635887146;-0.09194726496934891;-0.26466232538223267;9868;0;cluster_001.ply
2;-0.026965439319610596;-0.020504755899310112;-0.32822760939598083;3452;1;cluster_002.ply
3;-0.128498837351799;-0.0032457076013088226;-0.22081494331359863;20443;2;cluster_003.ply
