cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.0922655314207077;-0.08974043279886246;-0.2636674642562866;17131;0;cluster_001.ply
2;-0.03169046342372894;-0.019807791337370872;-0.3281194567680359;7870;1;cluster_002.ply
3;-0.13268718123435974;0.001623205840587616;-0.22050116956233978;41505;2;cluster_003.ply
