cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09226222336292267;-0.08965344727039337;-0.24660032987594604;23614;0;cluster_001.ply
2;-0.026045389473438263;-0.01026773452758789;-0.3082660138607025;15078;1;cluster_002.ply
3;-0.12269079685211182;0.00686844065785408;-0.2137935757637024;34715;2;cluster_003.ply
