cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.0856463760137558;-0.08494392782449722;-0.2568882703781128;11769;0;cluster_001.ply
2;-0.023664236068725586;-0.016573267057538033;-0.31869983673095703;6253;1;cluster_002.ply
3;-0.12126576900482178;0.0034697018563747406;-0.21440985798835754;31151;2;cluster_003.ply
