cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.09894558787345886;-0.08059413731098175;-0.24557261168956757;22302;0;cluster_001.ply
2;-0.028857089579105377;0.002422529738396406;-0.31213706731796265;10966;1;cluster_002.ply
3;-0.11346086859703064;0.013451570644974709;-0.22731737792491913;13402;2;cluster_003.ply
