plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
7;0;1;1;32263;1;-0.09462764859199524;-0.08601013571023941;-0.2507351040840149
7;1;1;2;18881;1;-0.028424322605133057;-0.008103391155600548;-0.3130938410758972
7;2;1;3;42754;1;-0.12312033027410507;0.007952623069286346;-0.21959219872951508
