cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.017447873950004578;-0.011452535167336464;-0.2978706955909729;3813;1;cluster_001.ply
2;-0.11136646568775177;0.015023939311504364;-0.2004886269569397;11547;2;cluster_002.ply
