plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
9;0;1;1;11692;1;-0.10013268887996674;-0.09337380528450012;-0.24100451171398163
9;1;1;2;6978;1;-0.033147312700748444;-0.006694885902106762;-0.30581507086753845
9;2;1;3;15380;1;-0.12279587984085083;0.019655972719192505;-0.21457818150520325
