cluster_id;centroid_x;centroid_y;centroid_z;num_points;views_seen;ply_file
1;-0.10011599212884903;-0.08238524943590164;-0.2545769512653351;18710;0;cluster_001.ply
2;-0.033502548933029175;-0.008630581200122833;-0.3235556185245514;7198;1;cluster_002.ply
3;-0.124015673995018;0.008304355666041374;-0.22271205484867096;31029;2;cluster_003.ply
