plant_id;view_id;instance_id;cluster_id;num_points;created;centroid_world_x;centroid_world_y;centroid_world_z
3;0;1;1;18710;1;-0.10011599212884903;-0.08238524943590164;-0.2545769512653351
3;1;1;2;7198;1;-0.033502548933029175;-0.008630581200122833;-0.3235556185245514
3;2;1;3;31029;1;-0.124015673995018;0.008304355666041374;-0.22271205484867096
