plant_id;view_id;instance_id;num_points;cx;cy;cz;ex;ey;ez;box_vol_m3
8;0;1;20741;0.01570168323814869;-0.00016896487795747817;0.07774114608764648;0.03245432674884796;0.04195364564657211;0.0210999995470047;2.8729280529660173e-05
8;1;1;12125;0.0008619943982921541;0.01548303198069334;0.0996028482913971;0.043008752167224884;0.039570607244968414;0.05590000003576279;9.513522672932595e-05
8;2;1;25227;0.013685706071555614;-0.005000639706850052;0.07030389457941055;0.03558192774653435;0.03656189888715744;0.020600005984306335;2.679943099792581e-05
